category,URL
fragrance,https://www.sephora.com/product/chance-P36680?skuId=625178&icid2=products%20grid:p36680:product
fragrance,https://www.sephora.com/product/replica-sailing-day-P427008?skuId=1992627&icid2=products%20grid:p427008:product
fragrance,https://www.sephora.com/product/soleil-blanc-shimmering-body-oil-P406527?skuId=1808112&icid2=products%20grid:p406527:product
fragrance,https://www.sephora.com/product/otherland-silk-pajamas-ginger-citrus-vegan-candle-P465787?skuId=2403020&icid2=products%20grid:p465787:product
fragrance,https://www.sephora.com/product/abbott-montecito-perfume-P483109?skuId=2584357&icid2=products%20grid:p483109:product
fragrance,https://www.sephora.com/product/otherland-fallen-fir-vegan-candle-P465786?skuId=2403012&icid2=products%20grid:p465786:product
fragrance,https://www.sephora.com/product/replica-lazy-sunday-morning-P385354?skuId=1602275&icid2=products%20grid:p385354:product
fragrance,https://www.sephora.com/product/giorgio-armani-beauty-si-passione-eclat-eau-de-parfum-P481950?skuId=2551034&icid2=products%20grid:p481950:product
fragrance,https://www.sephora.com/product/marc-jacobs-fragrances-perfect-eau-de-parfum-P460871?skuId=2362812&icid2=products%20grid:p460871:product
fragrance,https://www.sephora.com/product/flowerbomb-travel-spray-P446119?skuId=2175743&icid2=products%20grid:p446119:product
fragrance,https://www.sephora.com/product/giorgio-armani-beauty-my-way-eau-de-parfum-intense-travel-spray-P475048?skuId=2465516&icid2=products%20grid:p475048:product
fragrance,https://www.sephora.com/product/tom-ford-bitter-peach-candle-P480194?skuId=2541498&icid2=products%20grid:p480194:product
fragrance,https://www.sephora.com/product/nest-turkish-rose-perfume-oil-P470236?skuId=2411361&icid2=products%20grid:p470236:product
fragrance,https://www.sephora.com/product/prada-luna-rossa-ocean-eau-de-toilette-travel-spray-P478314?skuId=2470060&icid2=products%20grid:p478314:product
fragrance,https://www.sephora.com/product/nest-rattan-grapefruit-reed-diffuser-P482707?skuId=2531424&icid2=products%20grid:p482707:product
fragrance,https://www.sephora.com/product/coco-noir-P392141?skuId=1663640&icid2=products%20grid:p392141:product
fragrance,https://www.sephora.com/product/forvr-mood-not-down-to-earth-candle-P481984?skuId=2552586&icid2=products%20grid:p481984:product
fragrance,https://www.sephora.com/product/maude-soak-vitamin-rich-mineral-bath-salts-P481122?skuId=2562106&icid2=products%20grid:p481122:product
fragrance,https://www.sephora.com/product/kilian-good-girl-gone-bad-eau-fra-icirc-che-P482023?skuId=2562536&icid2=products%20grid:p482023:product
fragrance,https://www.sephora.com/product/floral-street-wonderland-bloom-candle-P483152?skuId=2543916&icid2=products%20grid:p483152:product
fragrance,https://www.sephora.com/product/by-rosie-jane-wake-f-ck-up-everday-body-wash-P479736?skuId=2557577&icid2=products%20grid:p479736:product
fragrance,https://www.sephora.com/product/voluspa-mini-kalahari-watermelon-glass-jar-candle-P480376?skuId=2540938&icid2=products%20grid:p480376:product
fragrance,https://www.sephora.com/product/giorgio-armani-beauty-my-way-perfume-gift-set-P463266?skuId=2563567&icid2=products%20grid:p463266:product
fragrance,https://www.sephora.com/product/tom-ford-soleil-neige-mini-shimmering-body-oil-P477827?skuId=2475341&icid2=products%20grid:p477827:product
fragrance,https://www.sephora.com/product/voluspa-havana-mint-mojito-glass-jar-candle-P480647?skuId=2540888&icid2=products%20grid:p480647:product
fragrance,https://www.sephora.com/product/giorgio-armani-beauty-my-way-eau-de-parfum-intense-P475046?skuId=2465490&icid2=products%20grid:p475046:product
fragrance,https://www.sephora.com/product/forvr-mood-musta-been-wind-candle-P481986?skuId=2552578&icid2=products%20grid:p481986:product
fragrance,https://www.sephora.com/product/hi-fi-P405456?skuId=1768985&icid2=products%20grid:p405456:product
fragrance,https://www.sephora.com/product/maude-tub-kit-mineral-bath-salt-soak-coconut-milk-bath-set-P481126?skuId=2561983&icid2=products%20grid:p481126:product
fragrance,https://www.sephora.com/product/crystal-noir-P307000?skuId=1406586&icid2=products%20grid:p307000:product
fragrance,https://www.sephora.com/product/acqua-di-gioia-P271538?skuId=1284249&icid2=products%20grid:p271538:product
fragrance,https://www.sephora.com/product/kilian-love-don-t-be-shy-extreme-P481103?skuId=2562528&icid2=products%20grid:p481103:product
fragrance,https://www.sephora.com/product/replica-under-lemon-trees-eau-de-toilette-P440634?skuId=2177996&icid2=products%20grid:p440634:product
fragrance,https://www.sephora.com/product/tom-ford-rose-d-amalfi-eau-de-parfum-P479655?skuId=2544856&icid2=products%20grid:p479655:product
fragrance,https://www.sephora.com/product/voluspa-havana-mint-mojito-home-diffuser-P480646?skuId=2540912&icid2=products%20grid:p480646:product
fragrance,https://www.sephora.com/product/hypnotic-poison-P4484?skuId=260885&icid2=products%20grid:p4484:product
fragrance,https://www.sephora.com/product/bloom-eau-de-parfum-for-her-P422093?skuId=1964840&icid2=products%20grid:p422093:product
fragrance,https://www.sephora.com/product/tom-ford-rose-de-chine-eau-de-parfum-P481398?skuId=2544864&icid2=products%20grid:p481398:product
fragrance,https://www.sephora.com/product/heretic-bergamusk-eau-de-parfum-P481709?skuId=2562718&icid2=products%20grid:p481709:product
fragrance,https://www.sephora.com/product/givenchy-l-interdit-rouge-eau-de-parfum-P475946?skuId=2471191&icid2=products%20grid:p475946:product
fragrance,https://www.sephora.com/product/voluspa-japonica-mini-candle-set-P480644?skuId=2549608&icid2=products%20grid:p480644:product
fragrance,https://www.sephora.com/product/skylar-vanilla-sky-eau-de-toilette-P467146?skuId=2468460&icid2=products%20grid:p467146:product
fragrance,https://www.sephora.com/product/mugler-angel-nova-eau-de-toilette-P481135?skuId=2561280&icid2=products%20grid:p481135:product
fragrance,https://www.sephora.com/product/looking-glass-P405472?skuId=1769058&icid2=products%20grid:p405472:product
fragrance,https://www.sephora.com/product/ellipsis-P405462?skuId=1769017&icid2=products%20grid:p405462:product
fragrance,https://www.sephora.com/product/reserve-skin-travel-spray-P425661?skuId=1985795&icid2=products%20grid:p425661:product
fragrance,https://www.sephora.com/product/skylar-salt-air-candle-P481740?skuId=2575454&icid2=products%20grid:p481740:product
fragrance,https://www.sephora.com/product/voluspa-mini-havana-mint-mojito-glass-jar-candle-P480645?skuId=2540896&icid2=products%20grid:p480645:product
fragrance,https://www.sephora.com/product/nest-driftwood-chamomile-candle-P480623?skuId=2528297&icid2=products%20grid:p480623:product
fragrance,https://www.sephora.com/product/yves-saint-laurent-black-opium-eau-de-parfum-extreme-P477258?skuId=2465573&icid2=products%20grid:p477258:product
fragrance,https://www.sephora.com/product/versace-dylan-turquoise-ovetto-spray-P478046?skuId=2470821&icid2=products%20grid:p478046:product
fragrance,https://www.sephora.com/product/jardin-collection-miniature-coffret-set-P450560?skuId=2290930&icid2=products%20grid:p450560:product
fragrance,https://www.sephora.com/product/coco-mademoiselle-intense-eau-de-parfum-P429692?skuId=2040475&icid2=products%20grid:p429692:product
fragrance,https://www.sephora.com/product/nest-madagascar-vanilla-perfume-oil-P470232?skuId=2411437&icid2=products%20grid:p470232:product
fragrance,https://www.sephora.com/product/heretic-mini-dirty-grass-eau-de-parfum-travel-spray-P458296?skuId=2357184&icid2=products%20grid:p458296:product
fragrance,https://www.sephora.com/product/heretic-dirty-grass-eau-de-parfum-P458290?skuId=2357242&icid2=products%20grid:p458290:product
fragrance,https://www.sephora.com/product/bright-crystal-purse-spray-P399835?skuId=1712918&icid2=products%20grid:p399835:product
fragrance,https://www.sephora.com/product/vanilla-vibes-P445401?skuId=2175982&icid2=products%20grid:p445401:product
fragrance,https://www.sephora.com/product/ellis-brooklyn-apres-eau-de-parfum-P479314?skuId=2549236&icid2=products%20grid:p479314:product
fragrance,https://www.sephora.com/product/coco-mademoiselle-P227402?skuId=1113281&icid2=products%20grid:p227402:product
fragrance,https://www.sephora.com/product/kilian-travel-spray-discovery-set-P475120?skuId=2474260&icid2=products%20grid:p475120:product
fragrance,https://www.sephora.com/product/soleil-blanc-P406526?skuId=1808088&icid2=products%20grid:p406526:product
fragrance,https://www.sephora.com/product/ellis-brooklyn-apres-eau-de-parfum-travel-spray-P479315?skuId=2549244&icid2=products%20grid:p479315:product
fragrance,https://www.sephora.com/product/daisy-rollerball-P377464?skuId=1202621&icid2=products%20grid:p377464:product
fragrance,https://www.sephora.com/product/givenchy-irresistible-eau-de-parfum-P459156?skuId=2353787&icid2=products%20grid:p459156:product
fragrance,https://www.sephora.com/product/nest-seville-orange-perfume-oil-P467037?skuId=2411403&icid2=products%20grid:p467037:product
fragrance,https://www.sephora.com/product/chance-eau-tendre-twist-and-spray-P306933?skuId=1400001&icid2=products%20grid:p306933:product
fragrance,https://www.sephora.com/product/indigo-P385317?skuId=1585009&icid2=products%20grid:p385317:product
fragrance,https://www.sephora.com/product/valentino-voce-viva-intensa-eau-de-parfum-P474381?skuId=2465318&icid2=products%20grid:p474381:product
fragrance,https://www.sephora.com/product/miss-dior-blooming-bouquet-rollerpearl-P437018?skuId=2098044&icid2=products%20grid:p437018:product
fragrance,https://www.sephora.com/product/the-only-one-eau-de-parfum-P437947?skuId=2155273&icid2=products%20grid:p437947:product
fragrance,https://www.sephora.com/product/black-tulip-P415763?skuId=1912047&icid2=products%20grid:p415763:product
fragrance,https://www.sephora.com/product/skylar-pink-canyon-eau-de-parfum-P476021?skuId=2468361&icid2=products%20grid:p476021:product
fragrance,https://www.sephora.com/product/chloe-chloe-naturelle-eau-de-parfum-travel-spray-P477724?skuId=2471399&icid2=products%20grid:p477724:product
fragrance,https://www.sephora.com/product/dolce-gabbana-light-blue-forever-eau-de-parfum-P472463?skuId=2408227&icid2=products%20grid:p472463:product
fragrance,https://www.sephora.com/product/nest-madagascar-vanilla-perfume-oil-rollerball-P470233?skuId=2411437&icid2=products%20grid:p470233:product
fragrance,https://www.sephora.com/product/giorgio-armani-beauty-ocean-di-gioia-eau-de-parfum-P457884?skuId=2319424&icid2=products%20grid:p457884:product
fragrance,https://www.sephora.com/product/skylar-pink-canyon-eau-de-parfum-rollerball-P476022?skuId=2468379&icid2=products%20grid:p476022:product
fragrance,https://www.sephora.com/product/marc-jacobs-fragrances-perfect-intense-eau-de-parfum-P474346?skuId=2471449&icid2=products%20grid:p474346:product
fragrance,https://www.sephora.com/product/bamboo-eau-de-parfum-P398432?skuId=1731918&icid2=products%20grid:p398432:product
fragrance,https://www.sephora.com/product/coco-mademoiselle-P246502?skuId=675140&icid2=products%20grid:p246502:product
fragrance,https://www.sephora.com/product/skylar-vanilla-sky-candle-P470544?skuId=2549053&icid2=products%20grid:p470544:product
fragrance,https://www.sephora.com/product/nest-indian-jasmine-perfume-oil-P470230?skuId=2411387&icid2=products%20grid:p470230:product
fragrance,https://www.sephora.com/product/ouai-haircare-minimelrose-place-eau-de-parfum-P462725?skuId=2369940&icid2=products%20grid:p462725:product
fragrance,https://www.sephora.com/product/n5-eau-premiere-P226914?skuId=1609460&icid2=products%20grid:p226914:product
fragrance,https://www.sephora.com/product/viva-la-juicy-rollerball-P377519?skuId=1529379&icid2=products%20grid:p377519:product
fragrance,https://www.sephora.com/product/kilian-apple-brandy-eau-de-parfum-P475958?skuId=2474237&icid2=products%20grid:p475958:product
fragrance,https://www.sephora.com/product/coco-P9576?skuId=465682&icid2=products%20grid:p9576:product
